nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,place_id,nama_kelurahan,nama_kecamatan,nama_kota
indomaret bungur raya2 {fuff},4,18,-6.2450426,106.780055,"jalan bunguran, rt.12/rw.2, kby. lama sel., kota jakarta selatan",ChIJ_46xkBrxaS4ReC4bR5CD23A,Indomaret,ChIJ_46xkBrxaS4ReC4bR5CD23A,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat raya 2,4.4,22,-6.2463603,106.7796743,"jl. raya ciputat, rt.8/rw.4, kby. lama utara, kota jakarta selatan",ChIJfYz0UxrxaS4RDiV8YKP8J24,Indomaret,ChIJfYz0UxrxaS4RDiV8YKP8J24,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciputat 18,4.1,69,-6.2638128,106.7750009,"pqpg+f2c, jl. raya ciputat, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJQzFdk6vxaS4Ri6I1vWvx4_s,Indomaret,ChIJQzFdk6vxaS4Ri6I1vWvx4_s,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret peninggaran raya,4.2,18,-6.2443344,106.7725693,"jl. peninggaran raya no.9, kby. lama utara, kota jakarta selatan",ChIJmemSdh7xaS4R82TubBojfuI,Indomaret,ChIJmemSdh7xaS4R82TubBojfuI,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,4.7,3,-6.2656707,106.7753023,"rt.5/rw.2, pd. pinang, kota jakarta selatan",ChIJBXn-SFTxaS4R7R3uiSMUobE,Indomaret,ChIJBXn-SFTxaS4R7R3uiSMUobE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret h. muhi,4.2,70,-6.2666653,106.7706362,"jl. haji muhi raya, rt.10/rw.4, pondok pinang, kebayoran lama, jl. h. muhi raya no.39, rt.10/rw.4, pd. pinang, kota jakarta selatan",ChIJTfxSM1PwaS4RgYyvQDCry1A,Indomaret,ChIJTfxSM1PwaS4RgYyvQDCry1A,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 3,4.5,24,-6.2330232,106.7804064,"jl. raya kby. lama no.227, rt.10/rw.1, grogol sel., kota jakarta selatan",ChIJob7ukyTxaS4RigRph3C5HUU,Indomaret,ChIJob7ukyTxaS4RigRph3C5HUU,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret point,3.7,11,-6.2371779,106.7826854,"stasiun kebayoran, jl. mesjid al huda no.1a, rt.3/rw.1, kby. lama utara, kota jakarta selatan",ChIJ1yLGXyDxaS4R85Dgviw7Wro,Indomaret,ChIJ1yLGXyDxaS4R85Dgviw7Wro,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret simprug,0,0,-6.2288581,106.7857419,"jl. rw. simprug iii no.3, rw.9, grogol sel., kota jakarta selatan",ChIJkary8qvxaS4Rxb3W6Gmvnkg,Indomaret,ChIJkary8qvxaS4Rxb3W6Gmvnkg,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 1,4.2,373,-6.2381749,106.7808075,"jl. raya kby. lama no.4, rt.2/rw.1, kby. lama utara, kota jakarta selatan",ChIJodfvliLxaS4RpMCXWAnHq3Q,Indomaret,ChIJodfvliLxaS4RpMCXWAnHq3Q,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 242,4.5,130,-6.2319519,106.7803754,"jl. raya kby. lama no.242, rt.11/rw.1, grogol sel., kota jakarta selatan",ChIJM8eV5iTxaS4RwEvXAASHlko,Indomaret,ChIJM8eV5iTxaS4RwEvXAASHlko,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret point,4.1,9,-6.2362253,106.7826683,"jl. st. no.3, rt.4/rw.1, kby. lama utara, kota jakarta selatan",ChIJEUFZ1DzxaS4RfUdVOuGCFGo,Indomaret,ChIJEUFZ1DzxaS4RfUdVOuGCFGo,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret cipulir 1. t2z0,4.2,186,-6.23568,106.7734791,"jl. cipulir i no.4, rt.12/rw.4, cipulir, kota jakarta selatan",ChIJy6BN4CDxaS4RsVFxeRXbZhc,Indomaret,ChIJy6BN4CDxaS4RsVFxeRXbZhc,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
indomaret assirot,4.3,156,-6.2255589,106.7751594,"jl. assirot no.6a, rt.5/rw.5, grogol sel., kota jakarta selatan",ChIJ8VBSPinxaS4Rsng_u-K88hw,Indomaret,ChIJ8VBSPinxaS4Rsng_u-K88hw,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
kebayoran lama indomaret assirot,4.7,213,-6.2253634,106.7782561,"jl. raya kby. lama no.n 44, rt.7/rw.1, grogol sel., kota jakarta selatan",ChIJeZWj6y7xaS4RkU4hCYZW7ig,Indomaret,ChIJeZWj6y7xaS4RkU4hCYZW7ig,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret patal senayan,4.1,122,-6.2187177,106.7954941,"jl. patal senayan no.5, rw.7, grogol utara, kota jakarta selatan",ChIJPQAAAM32aS4RcEnvkUaMIR4,Indomaret,ChIJPQAAAM32aS4RcEnvkUaMIR4,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret,3.7,33,-6.2180145,106.7953619,"indomaret, jl. ridwan i no.5, rt.5/rw.7, grogol utara, kota jakarta selatan",ChIJw8ErsUrxaS4RHLDUy4GJLKU,Indomaret,ChIJw8ErsUrxaS4RHLDUy4GJLKU,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret kemandoran,4.2,302,-6.2134016,106.7907194,"jl. kemandoran i, rt.5/rw.16, grogol utara, kota jakarta selatan",ChIJNRM7bsn2aS4R8hvF8YZwxCM,Indomaret,ChIJNRM7bsn2aS4R8hvF8YZwxCM,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret panjang cidodol 2 (tg26),3.8,8,-6.227387,106.772065,"qqfc+2rv, jl. panjang cidodol, rt.14/rw.6, grogol sel., kota jakarta selatan",ChIJK5X2RyjxaS4RyPDN-Qxm35w,Indomaret,ChIJK5X2RyjxaS4RyPDN-Qxm35w,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret,5,1,-6.2321661,106.769049,"jl. h. husin no.7, rt.7/rw.13, grogol sel., kota jakarta selatan",ChIJ7wOa9NjwaS4RlE5wVtVplPI,Indomaret,ChIJ7wOa9NjwaS4RlE5wVtVplPI,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret panjang cidodol 3,4.4,14,-6.2321222,106.769101,"jl. masjid cidodol rt. 009 / rw. 012 no: 65a, rt.7/rw.9, south grogol, south jakarta city",ChIJGwAAADvxaS4RE8wz9nSvxB4,Indomaret,ChIJGwAAADvxaS4RE8wz9nSvxB4,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret jalan masjid cidodol,4.3,46,-6.2321668,106.769016,"jl. masjid cidodol no.55-58, rt.7/rw.12, grogol sel., kota jakarta selatan",ChIJJUPMjNjwaS4RdFqvhCYBXTs,Indomaret,ChIJJUPMjNjwaS4RdFqvhCYBXTs,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
indomaret ciledug raya 2,4.3,9,-6.238261,106.7717106,"jl. seskoal no.11, rt.8/rw.11, cipulir, kota jakarta selatan",ChIJ6aVHOCDxaS4R6MCZegYiQ0Q,Indomaret,ChIJ6aVHOCDxaS4R6MCZegYiQ0Q,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
indomaret kebayoran lama 2 {thc1},3.7,23,-6.218097,106.778701,"jl. raya kby. lama no.27, rt.5/rw.1, grogol utara, kota jakarta selatan",ChIJf6MZFinxaS4RyCeGToSenpA,Indomaret,ChIJf6MZFinxaS4RyCeGToSenpA,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret al mubarok 1,4.6,80,-6.2393362,106.7710655,"jl. al mubarok 1 no.14, rt.8/rw.6, cipulir, kota jakarta selatan",ChIJuVSpxN_waS4Rm819BJDCdw0,Indomaret,ChIJuVSpxN_waS4Rm819BJDCdw0,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
indomaret kemandoran 8,3.8,35,-6.2131316,106.7865443,"jl. kemandoran viii no.5, rw.11, grogol utara, kota jakarta selatan",ChIJT8mnns72aS4RPfUpbeXysQo,Indomaret,ChIJT8mnns72aS4RPfUpbeXysQo,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret palmerah barat 3,4,11,-6.2070277,106.7847179,"jl. palmerah barat no.3, rt.4/rw.no: 36, grogol utara, kota jakarta selatan",ChIJXX3NcsX2aS4RkMJNDkES6m0,Indomaret,ChIJXX3NcsX2aS4RkMJNDkES6m0,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
indomaret palmerah (pertamina 34.122.05),0,0,-6.2083321,106.7882096,"jl. palmerah barat no.35, rt.1/rw.3, grogol utara, kota jakarta selatan",ChIJd51xpy33aS4Rtb1xjVOSXzI,Indomaret,ChIJd51xpy33aS4Rtb1xjVOSXzI,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
alfamart,3.8,22,-6.2844107,106.7809859,"pondok pinang, south jakarta city",ChIJERDDt8jxaS4RaCqImp2dRvo,Alfamart,ChIJERDDt8jxaS4RaCqImp2dRvo,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4,20,-6.2582723,106.7839248,"jl. tanah kusir ii no.65, rt.3/rw.011 kel, kby. lama sel., kota jakarta selatan",ChIJEzQd4evxaS4RbvtHCITy4Jw,Alfamart,ChIJEzQd4evxaS4RbvtHCITy4Jw,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.2,123,-6.2547162,106.7836782,"jl.darma putra raya rt 1/7 kel, rt.1/rw.7, kby. lama sel., kota jakarta selatan",ChIJuayCtgjxaS4RBl05CpaSF3Q,Alfamart,ChIJuayCtgjxaS4RBl05CpaSF3Q,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.6,75,-6.2521128,106.783147,"jl. praja dalam k kel, rt.12/rw.2, kby. lama sel., kota jakarta selatan",ChIJFy0cH3DxaS4RqAsb1UlHVzU,Alfamart,ChIJFy0cH3DxaS4RqAsb1UlHVzU,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart kostrad darma putra,4.5,103,-6.2546937,106.7837214,"jl. darma putra raya no.44, rt.1/rw.7, kby. lama sel., kota jakarta selatan",ChIJC8pc2WXxaS4RarJ-FhWCz1c,Alfamart,ChIJC8pc2WXxaS4RarJ-FhWCz1c,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
mitra ukm alfamart,0,0,-6.2516093,106.7831185,"jl. praja dalam f no.11, rt.11/rw.2, south kebayoran lama, south jakarta city",ChIJGU1_dw_xaS4RKV_Wngx69Ic,Alfamart,ChIJGU1_dw_xaS4RKV_Wngx69Ic,Kebayoran Lama,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.4,26,-6.2570436,106.7772368,"jl. raya ciputat no.3 b rt.003 kel, rt.3/rw.10, kby. lama sel., kota jakarta selatan",ChIJGWL41wbxaS4R-IwO3XiRIaU,Alfamart,ChIJGWL41wbxaS4R-IwO3XiRIaU,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.2,48,-6.2773994,106.7765074,"jl. bukit hijau i no.kel, rt.1/rw.13, pd. pinang, kota jakarta selatan",ChIJhyWzK7TxaS4RGL9d7agofZc,Alfamart,ChIJhyWzK7TxaS4RGL9d7agofZc,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart pondok indah 1,4.3,7,-6.2874722,106.7768054,"jl. bukit hijau i no.12, rt.012/rw.13, pd. pinang, kota jakarta selatan",ChIJQUQy07XxaS4RjrvEhegdQm8,Alfamart,ChIJQUQy07XxaS4RjrvEhegdQm8,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,5,4,-6.2534671,106.7755935,"jl. bintaro raya no.21a, rt.11/rw.10, kby. lama sel., kota jakarta selatan",ChIJcydB66nxaS4RsYN_8dfR-hc,Alfamart,ChIJcydB66nxaS4RsYN_8dfR-hc,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.6,56,-6.250438,106.7817332,"jl. sultan iskandar muda no.72, rt.10/rw.2, kby. lama sel., kota jakarta selatan",ChIJP3zxrTPxaS4R58_AUM2UGGA,Alfamart,ChIJP3zxrTPxaS4R58_AUM2UGGA,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,5,1,-6.2829676,106.7717234,"jl. ciputat raya, jl. pupan kel no.1, rw.8, pd. pinang, kota jakarta selatan",ChIJUSEHg7TxaS4RsI5kfN_QGzs,Alfamart,ChIJUSEHg7TxaS4RsI5kfN_QGzs,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.3,3,-6.2889932,106.7738201,"pq6f+cg4, ruko pasar jumat, jl. nasional 12, rt.10/rw.7, pd. pinang, kota jakarta selatan",ChIJQ8QJ52vxaS4R9ByNQALudjw,Alfamart,ChIJQ8QJ52vxaS4R9ByNQALudjw,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.8,13,-6.2476263,106.7785018,"jl. ciputat raya, rt. 8/8 kel, rt.8/rw.8, kby. lama sel., kota jakarta selatan",ChIJMyzoc8PxaS4Rx4Pb25aRaVI,Alfamart,ChIJMyzoc8PxaS4Rx4Pb25aRaVI,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.4,217,-6.2495325,106.7836804,"jl. praja dalam k kel, rt.4/rw.12, kby. lama sel., kota jakarta selatan",ChIJd2c5ZS3xaS4R0Hfe_IqDLp0,Alfamart,ChIJd2c5ZS3xaS4R0Hfe_IqDLp0,Kebayoran Lama Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart ciputat,5,2,-6.2799786,106.7724433,"jl. ciputat raya no.21, rt.1/rw.7, pd. pinang, kota jakarta selatan",ChIJVXFUeUHxaS4RWn11bqNkU6A,Alfamart,ChIJVXFUeUHxaS4RWn11bqNkU6A,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.1,12,-6.2665553,106.774843,"jl. ciputat raya kel no.101, rw.4, pd. pinang, kota jakarta selatan",ChIJS00uRKzxaS4RfR-cjilSvTE,Alfamart,ChIJS00uRKzxaS4RfR-cjilSvTE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.2,20,-6.2751897,106.7734774,"7, jl. ciputat raya no.kel, rw.6, pd. pinang, kota jakarta selatan",ChIJV87Df7PxaS4R7l-FQ1i9YTc,Alfamart,ChIJV87Df7PxaS4R7l-FQ1i9YTc,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,0,0,-6.2644372,106.7750567,"jl. ciputat raya no.25a, rt.6/rw.1, pd. pinang, kota jakarta selatan",ChIJNZ_TjKvxaS4RSpGgi-UQMHE,Alfamart,ChIJNZ_TjKvxaS4RSpGgi-UQMHE,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart ciputat raya 5,4.6,262,-6.2644227,106.7750253,"jl. ciputat raya no.23, rw.1, pd. pinang, kota jakarta selatan",ChIJwYPXjKvxaS4RnddDvAVPi-E,Alfamart,ChIJwYPXjKvxaS4RnddDvAVPi-E,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.1,9,-6.2452254,106.7725276,"jl. peninggaran raya no.kel, rt.8/rw.11, kby. lama utara, kota jakarta selatan",ChIJkUx2wx3xaS4RC4O553KPlfM,Alfamart,ChIJkUx2wx3xaS4RC4O553KPlfM,Kebayoran Lama Utara,Kebayoran Lama,Kota Jakarta Selatan
alfamart ciputat raya 2,4.3,88,-6.2750484,106.7735843,"pqff+xcp, rt.7/rw.6, pondok pinang, south jakarta city",ChIJ0-P2f7PxaS4Rcf73HyrOepA,Alfamart,ChIJ0-P2f7PxaS4Rcf73HyrOepA,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.1,52,-6.2382658,106.7723374,"jl. raya ciledug, rt. 5/4 kel, rt.6/rw.11, cipulir, kota jakarta selatan",ChIJa3p8yiXxaS4RfugjuGiw9us,Alfamart,ChIJa3p8yiXxaS4RfugjuGiw9us,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.3,118,-6.228025,106.7785565,"jl. raya kby. lama no.37, rt.5/rw.007 kel, grogol sel., kota jakarta selatan",ChIJl8UlGdXxaS4Rzp4Cn0GDDRY,Alfamart,ChIJl8UlGdXxaS4Rzp4Cn0GDDRY,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.4,17,-6.2284805,106.7855186,"jl. rawa simprug iii, rt.03, r no.kel, rt.3/rw.9, grogol sel., kota jakarta selatan",ChIJIYHBgDDxaS4RvycdmnfZeP4,Alfamart,ChIJIYHBgDDxaS4RvycdmnfZeP4,Grogol Selatan,Kebayoran Lama,Kota Jakarta Selatan
alfamart express stasiun kebayoran lama,3.6,5,-6.2374573,106.7825889,"jl. st. no.7a, rt.2/rw.1, south, kota jakarta selatan",ChIJ8-2f5VzxaS4RuUIzcDEbZJ8,Alfamart,ChIJ8-2f5VzxaS4RuUIzcDEbZJ8,south,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.6,7,-6.2375671,106.7690621,"jl. ciledug raya kel no.99, rw.5, cipulir, kota jakarta selatan",ChIJW9fq8I3xaS4RxMcrn3PVoYk,Alfamart,ChIJW9fq8I3xaS4RxMcrn3PVoYk,Cipulir,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.3,12,-6.2208661,106.7786611,"jl. raya kby. lama kel no.60, rt.7/rw.2, grogol utara, kota jakarta selatan",ChIJTXm4acHxaS4RKHXcYl6lbG4,Alfamart,ChIJTXm4acHxaS4RKHXcYl6lbG4,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
alfamart,3.3,23,-6.2136295,106.7798298,"jl. raya kby. lama kel no.6, rt.3/rw.1, grogol utara, kota jakarta selatan",ChIJd2BjRnf3aS4RNuD_v9JPHBk,Alfamart,ChIJd2BjRnf3aS4RNuD_v9JPHBk,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4,33,-6.2187475,106.7937508,"jl. patal senayan, no. 01, blok f, kav. 197, rt.3/rw.007 kel, grogol utara, kota jakarta selatan",ChIJl4LWWzXxaS4R68Ts7gLQtmg,Alfamart,ChIJl4LWWzXxaS4R68Ts7gLQtmg,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
alfamart,4.1,56,-6.2075073,106.7834121,"jl.kebayoran lama no.21 rt 4/3 kel, jl. raya kby. lama no.2a, rt.4/rw.3, grogol utara, kota jakarta selatan",ChIJlWLFJcX2aS4R6fFLh-CWsAs,Alfamart,ChIJlWLFJcX2aS4R6fFLh-CWsAs,Grogol Utara,Kebayoran Lama,Kota Jakarta Selatan
fresh indomaret kemang,4.4,382,-6.2725977,106.8149503,"jl. kemang raya no.128, rt.3/rw.2, bangka, kota jakarta selatan",ChIJsVZkdYnxaS4RtDwdFb5B2t0,Indomaret,ChIJsVZkdYnxaS4RtDwdFb5B2t0,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret kemang mampang tjkc,3.4,16,-6.2555529,106.8123381,"jl. kemang raya no.15, rt.13/rw.1, bangka, kota jakarta selatan",ChIJN7p70X7xaS4R6VpOujMI_Wo,Indomaret,ChIJN7p70X7xaS4R6VpOujMI_Wo,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret spbu kemang,4.5,98,-6.2668841,106.8157034,"spbu kemang, jl. kemang raya no.7, rw.2, bangka, kota jakarta selatan",ChIJXaV9uofxaS4R737kEcz9UiE,Indomaret,ChIJXaV9uofxaS4R737kEcz9UiE,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret kemang selatan 8 t6zo,4.5,225,-6.2674666,106.8139114,"jl. kemang selatan viii no.67f, rt.7/rw.2, bangka, kota jakarta selatan",ChIJDVvROIbxaS4RE-sW0bxd2kc,Indomaret,ChIJDVvROIbxaS4RE-sW0bxd2kc,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret point kemang,4.4,196,-6.2602656,106.815172,"jl. kemang raya no.8, rt.8/rw.2, bangka, kota jakarta selatan",ChIJS0XcTYDxaS4R7ku6ssO11Gs,Indomaret,ChIJS0XcTYDxaS4R7ku6ssO11Gs,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret apartemen kemang jaya,4,9,-6.2646261,106.813776,"jl. taman kemang jaya no.9, rw.2, bangka, kota jakarta selatan",ChIJGQe3OH7xaS4RIoThryrl3zc,Indomaret,ChIJGQe3OH7xaS4RIoThryrl3zc,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret,4.4,243,-6.2518104,106.8145478,"jl. bangka raya no.105, rt.1/rw.12, pela mampang, kota jakarta selatan",ChIJ0dTG_nzxaS4RT0V7owX_qpg,Indomaret,ChIJ0dTG_nzxaS4RT0V7owX_qpg,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
indomaret,5,2,-6.255084,106.8144756,"jl. bangka raya no.5d, rt.13/rw.1, bangka, kota jakarta selatan",ChIJna8wx9fxaS4RYJPoLhdWN9A,Indomaret,ChIJna8wx9fxaS4RYJPoLhdWN9A,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret point kemang (argo promosi),4.7,71,-6.2617066,106.8155229,"jl. kemang raya no.36, rt.12/rw.5, bangka, kota jakarta selatan",ChIJ_YNG5YDxaS4RQpg-Vbilhmw,Indomaret,ChIJ_YNG5YDxaS4RQpg-Vbilhmw,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret,0,0,-6.2474885,106.8149378,"jl. bangka iig no.11, rw.11, pela mampang, kota jakarta selatan",ChIJ-bHiAPTxaS4RQJ3di8P7F2g,Indomaret,ChIJ-bHiAPTxaS4RQJ3di8P7F2g,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
indomaret bangka raya,4.6,18,-6.2452694,106.8158177,"jl. bangka raya no. 30, rt. 02 / 02, pela mampang, bangka, rt.11/rw.11, pela mampang, kota jakarta selatan",ChIJETmoJH3xaS4R8_bMnW8Vt74,Indomaret,ChIJETmoJH3xaS4R8_bMnW8Vt74,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
indomaret kemang timur raya {t01a},4,13,-6.2681964,106.8239824,"jalan kemang timur, rt.7/rw.3, bangka, mampang prapatan, rt.7/rw.3, bangka, kota jakarta selatan",ChIJ89CaVi_yaS4Rmq471uckjw0,Indomaret,ChIJ89CaVi_yaS4Rmq471uckjw0,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret,2.3,3,-6.248328,106.8240323,"jl. mampang prapatan vii no.1, rw.3, tegal parang, kota jakarta selatan",ChIJJXUTrNDzaS4RJSFdr933enM,Indomaret,ChIJJXUTrNDzaS4RJSFdr933enM,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan
indomaret point,0,0,-6.2440509,106.8161762,"jl. bangka raya no.25, rw.2, pela mampang, kota jakarta selatan",ChIJNW2A01zxaS4RylvPeD8BOB4,Indomaret,ChIJNW2A01zxaS4RylvPeD8BOB4,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
indomaret pondok jaya mampang,4.4,111,-6.2494907,106.8214751,"jl. pondok jaya vi no.6, rt.6/rw.6, pela mampang, kota jakarta selatan",ChIJf2NThW7zaS4RXQqG3ssDz7w,Indomaret,ChIJf2NThW7zaS4RXQqG3ssDz7w,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
kemang timur indomaret,4.2,207,-6.2639511,106.8236563,"jl. kemang timur no.38, rt.8/rw.3, bangka, kota jakarta selatan",ChIJQZigUinyaS4R4ofKanmV2lI,Indomaret,ChIJQZigUinyaS4R4ofKanmV2lI,Bangka,Mampang Prapatan,Kota Jakarta Selatan
indomaret bangka 2b,4.4,293,-6.2422541,106.8196646,"jl. bangka ii no.12, rt.5/rw.9, pela mampang, kota jakarta selatan",ChIJR_R8Od_zaS4RTFXXRKEDqVo,Indomaret,ChIJR_R8Od_zaS4RTFXXRKEDqVo,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
indomaret fresh,4.6,46,-6.2437582,106.8163851,"jl. bangka raya no.23, rw.5, pela mampang, kota jakarta selatan",ChIJOVEJ60XxaS4RhRxK42wBrb8,Indomaret,ChIJOVEJ60XxaS4RhRxK42wBrb8,Pela Mampang,Mampang Prapatan,Kota Jakarta Selatan
indomaret ciputat raya 2a -b,0,0,-6.2395468,106.8263501,"jl. kapten tendean no.34, rt.9/rw.2, kuningan bar., kota jakarta selatan",ChIJR3Z58xPzaS4Rv46cCQ_1uvk,Indomaret,ChIJR3Z58xPzaS4Rv46cCQ_1uvk,Kuningan Barat,Mampang Prapatan,Kota Jakarta Selatan
indomaret mampang 7,4.1,207,-6.2483281,106.824029,"jl. mampang prapatan vii no.30, rt.1/rw.3, tegal parang, kota jakarta selatan",ChIJAxkWrNDzaS4RyfXBmyZF8qA,Indomaret,ChIJAxkWrNDzaS4RyfXBmyZF8qA,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan
indomaret mampang 8. t5wi,3.9,17,-6.2477205,106.8306366,"jalan mampang prapatan viii, rt.03 / rw.02, tegal parang, mampang prapatan, rt.3/rw.2, tegal parang, kota jakarta selatan",ChIJ_xUj9s_zaS4RuolU_sbnxqY,Indomaret,ChIJ_xUj9s_zaS4RuolU_sbnxqY,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan
indomaret tegal parang 2. ts86,3.9,33,-6.2441983,106.8324248,"jl. tegal parang utara no.35, rt.7/rw.4, mampang prpt., kota jakarta selatan",ChIJF1D19sTzaS4Rw9CnBydlgJM,Indomaret,ChIJF1D19sTzaS4Rw9CnBydlgJM,Mampang Prapatan,Mampang Prapatan,Kota Jakarta Selatan
indomaret tegal parang. t986,4.1,9,-6.2464648,106.8322217,"qr3j+cw7, jl. tegal parang, rt.7/rw.5, tegal parang, kota jakarta selatan",ChIJezNcc8XzaS4RsQx_12LcMCA,Indomaret,ChIJezNcc8XzaS4RsQx_12LcMCA,Tegal Parang,Mampang Prapatan,Kota Jakarta Selatan
indomaret dinas pariwisata (ttpb) kpdp koperasi dinas pariwisata,5,1,-6.2350141,106.821856,"jl. kuningan barat raya, rt.6/rw.1, kuningan bar., kota jakarta selatan",ChIJCaIfAS3zaS4RU05zKohxCf0,Indomaret,ChIJCaIfAS3zaS4RU05zKohxCf0,Kuningan Barat,Mampang Prapatan,Kota Jakarta Selatan
indomaret point tlt,5,1,-6.2301637,106.8183432,"jl. gatot subroto no.kav 52, rt.6/rw.1, kuningan bar., kota jakarta selatan",ChIJ4RbvS9PzaS4R6hZNBfVLPa4,Indomaret,ChIJ4RbvS9PzaS4R6hZNBfVLPa4,Kuningan Barat,Mampang Prapatan,Kota Jakarta Selatan
alfamart,4.4,24,-6.2572531,106.8177386,"jl. kemang utara, no. 12 d-e, rt. 006/005, kel, rt.6/rw.1, bangka, kota jakarta selatan",ChIJtQRU4H_xaS4R4f3Hqd6dnFE,Alfamart,ChIJtQRU4H_xaS4R4f3Hqd6dnFE,Bangka,Mampang Prapatan,Kota Jakarta Selatan
